event_id,user_id,timestamp,event_name
E5192,U1000,2024-02-26 09:00:00,document_edit
E5193,U1077,2024-02-09 06:00:00,homepage_view
E5194,U1114,2024-02-07 20:00:00,homepage_view
E5195,U1174,2024-03-01 19:00:00,file_upload
E5196,U1193,2024-01-03 18:00:00,signup
E5197,U1112,2024-03-26 14:00:00,document_edit
E5198,U1113,2024-03-08 11:00:00,login
E5199,U1165,2024-02-07 18:00:00,homepage_view
E5200,U1178,2024-02-05 14:00:00,document_edit
E5201,U1062,2024-02-10 04:00:00,homepage_view
E5202,U1131,2024-01-13 22:00:00,file_upload
E5203,U1128,2024-02-27 17:00:00,login
E5204,U1007,2024-01-30 04:00:00,login
E5205,U1156,2024-01-25 15:00:00,document_edit
E5206,U1054,2024-01-27 18:00:00,file_upload
E5207,U1102,2024-03-18 15:00:00,file_upload
E5208,U1130,2024-02-16 21:00:00,homepage_view
E5209,U1031,2024-02-08 15:00:00,homepage_view
E5210,U1009,2024-01-22 20:00:00,login
E5211,U1109,2024-02-23 20:00:00,settings_click
E5212,U1161,2024-03-12 16:00:00,file_upload
E5213,U1123,2024-01-16 22:00:00,file_upload
E5214,U1086,2024-01-31 09:00:00,signup
E5215,U1054,2024-03-14 01:00:00,login
E5216,U1031,2024-01-09 16:00:00,login
E5217,U1177,2024-01-11 09:00:00,homepage_view
E5218,U1134,2024-03-26 16:00:00,homepage_view
E5219,U1092,2024-03-08 15:00:00,settings_click
E5220,U1007,2024-02-21 14:00:00,homepage_view
E5221,U1064,2024-01-25 20:00:00,homepage_view
E5222,U1056,2024-03-05 18:00:00,homepage_view
E5223,U1066,2024-02-05 16:00:00,settings_click
E5224,U1186,2024-03-28 01:00:00,login
E5225,U1071,2024-01-15 06:00:00,document_edit
E5226,U1053,2024-03-10 00:00:00,settings_click
E5227,U1066,2024-01-23 06:00:00,signup
E5228,U1050,2024-02-26 16:00:00,file_upload
E5229,U1096,2024-02-03 08:00:00,homepage_view
E5230,U1091,2024-03-13 12:00:00,homepage_view
E5231,U1007,2024-03-10 05:00:00,file_upload
E5232,U1161,2024-03-24 19:00:00,file_upload
E5233,U1034,2024-01-03 16:00:00,signup
E5234,U1095,2024-03-03 16:00:00,signup
E5235,U1087,2024-03-16 15:00:00,login
E5236,U1077,2024-02-16 12:00:00,homepage_view
E5237,U1031,2024-02-24 00:00:00,homepage_view
E5238,U1119,2024-03-21 02:00:00,document_edit
E5239,U1045,2024-03-30 14:00:00,homepage_view
E5240,U1143,2024-02-01 03:00:00,file_upload
E5241,U1195,2024-01-18 16:00:00,homepage_view
E5242,U1164,2024-03-23 10:00:00,homepage_view
E5243,U1181,2024-02-04 07:00:00,login
E5244,U1141,2024-03-18 00:00:00,search
E5245,U1054,2024-01-14 01:00:00,homepage_view
E5246,U1175,2024-03-01 22:00:00,homepage_view
E5247,U1006,2024-01-04 23:00:00,signup
E5248,U1073,2024-02-28 18:00:00,document_edit
E5249,U1006,2024-01-06 00:00:00,login
E5250,U1160,2024-02-18 07:00:00,file_upload
E5251,U1150,2024-03-23 20:00:00,logout
E5252,U1084,2024-03-05 04:00:00,search
E5253,U1146,2024-01-27 15:00:00,document_edit
E5254,U1111,2024-01-06 07:00:00,login
E5255,U1124,2024-01-13 15:00:00,homepage_view
E5256,U1146,2024-03-04 02:00:00,logout
E5257,U1035,2024-01-19 11:00:00,signup
E5258,U1028,2024-03-20 10:00:00,homepage_view
E5259,U1187,2024-03-14 19:00:00,document_edit
E5260,U1081,2024-03-08 11:00:00,homepage_view
E5261,U1001,2024-01-23 01:00:00,login
E5262,U1128,2024-01-22 18:00:00,login
E5263,U1046,2024-02-26 04:00:00,login
E5264,U1196,2024-03-12 06:00:00,file_upload
E5265,U1147,2024-03-18 23:00:00,homepage_view
E5266,U1010,2024-03-07 17:00:00,login
E5267,U1129,2024-01-16 22:00:00,login
E5268,U1194,2024-03-23 18:00:00,document_edit
E5269,U1118,2024-03-22 19:00:00,file_upload
E5270,U1139,2024-03-20 07:00:00,signup
E5271,U1019,2024-01-12 20:00:00,document_edit
E5272,U1004,2024-03-15 04:00:00,homepage_view
E5273,U1036,2024-01-27 11:00:00,login
E5274,U1165,2024-01-17 05:00:00,signup
E5275,U1136,2024-01-05 13:00:00,document_edit
E5276,U1052,2024-03-09 21:00:00,homepage_view
E5277,U1171,2024-02-28 00:00:00,document_edit
E5278,U1098,2024-03-02 17:00:00,file_upload
E5279,U1085,2024-01-19 21:00:00,search
E5280,U1107,2024-03-09 01:00:00,login
E5281,U1023,2024-02-16 06:00:00,settings_click
E5282,U1080,2024-03-08 00:00:00,login
E5283,U1157,2024-01-13 19:00:00,login
E5284,U1119,2024-02-23 06:00:00,document_edit
E5285,U1058,2024-03-19 22:00:00,file_upload
E5286,U1127,2024-01-14 22:00:00,homepage_view
E5287,U1113,2024-01-19 21:00:00,search
E5288,U1114,2024-01-20 23:00:00,login
E5289,U1013,2024-03-22 09:00:00,settings_click
E5290,U1008,2024-02-26 07:00:00,file_upload
E5291,U1039,2024-03-30 09:00:00,document_edit
E5292,U1193,2024-01-17 01:00:00,file_upload
E5293,U1024,2024-01-06 04:00:00,homepage_view
E5294,U1102,2024-01-28 08:00:00,document_edit
E5295,U1021,2024-03-09 17:00:00,homepage_view
E5296,U1003,2024-03-30 19:00:00,login
E5297,U1153,2024-02-10 16:00:00,homepage_view
E5298,U1185,2024-02-18 11:00:00,homepage_view
E5299,U1028,2024-03-11 02:00:00,signup
E5300,U1108,2024-01-10 01:00:00,login
E5301,U1097,2024-03-29 02:00:00,document_edit
E5302,U1036,2024-03-20 01:00:00,homepage_view
E5303,U1074,2024-01-24 09:00:00,login
E5304,U1069,2024-02-07 21:00:00,homepage_view
E5305,U1145,2024-01-26 10:00:00,login
E5306,U1127,2024-02-24 06:00:00,document_edit
E5307,U1084,2024-01-29 14:00:00,search
E5308,U1041,2024-01-20 08:00:00,document_edit
E5309,U1099,2024-02-23 19:00:00,document_edit
E5310,U1040,2024-01-19 19:00:00,login
E5311,U1165,2024-03-06 20:00:00,login
E5312,U1033,2024-02-03 21:00:00,login
E5313,U1016,2024-03-07 05:00:00,document_edit
E5314,U1164,2024-03-19 09:00:00,homepage_view
E5315,U1152,2024-03-13 00:00:00,document_edit
E5316,U1121,2024-02-17 05:00:00,document_edit
E5317,U1075,2024-02-28 03:00:00,signup
E5318,U1086,2024-02-28 01:00:00,homepage_view
E5319,U1116,2024-01-29 03:00:00,homepage_view
E5320,U1105,2024-03-05 18:00:00,settings_click
E5321,U1085,2024-01-26 09:00:00,document_edit
E5322,U1026,2024-02-22 14:00:00,homepage_view
E5323,U1056,2024-02-28 21:00:00,signup
E5324,U1030,2024-02-20 15:00:00,login
E5325,U1133,2024-01-21 23:00:00,file_upload
E5326,U1167,2024-01-22 03:00:00,homepage_view
E5327,U1097,2024-01-30 12:00:00,homepage_view
E5328,U1011,2024-01-28 00:00:00,search
E5329,U1052,2024-02-14 03:00:00,homepage_view
E5330,U1198,2024-01-07 16:00:00,homepage_view
E5331,U1137,2024-01-09 03:00:00,logout
E5332,U1172,2024-03-23 00:00:00,document_edit
E5333,U1144,2024-01-10 03:00:00,homepage_view
E5334,U1153,2024-03-13 12:00:00,homepage_view
E5335,U1189,2024-02-15 09:00:00,homepage_view
E5336,U1121,2024-02-01 05:00:00,homepage_view
E5337,U1045,2024-02-17 05:00:00,search
E5338,U1063,2024-01-17 09:00:00,login
E5339,U1129,2024-01-27 21:00:00,document_edit
E5340,U1053,2024-02-19 02:00:00,settings_click
E5341,U1106,2024-03-25 14:00:00,document_edit
E5342,U1192,2024-01-15 03:00:00,homepage_view
E5343,U1050,2024-03-13 18:00:00,file_upload
E5344,U1180,2024-01-17 10:00:00,settings_click
E5345,U1035,2024-02-10 09:00:00,file_upload
E5346,U1114,2024-02-19 19:00:00,homepage_view
E5347,U1025,2024-02-09 06:00:00,document_edit
E5348,U1028,2024-01-23 14:00:00,login
E5349,U1148,2024-02-21 14:00:00,settings_click
E5350,U1010,2024-03-03 00:00:00,homepage_view
E5351,U1039,2024-03-09 10:00:00,login
E5352,U1010,2024-02-17 01:00:00,search
E5353,U1163,2024-02-09 10:00:00,document_edit
E5354,U1112,2024-03-01 17:00:00,login
E5355,U1186,2024-03-07 00:00:00,homepage_view
E5356,U1038,2024-03-15 15:00:00,homepage_view
E5357,U1053,2024-03-22 15:00:00,signup
E5358,U1097,2024-01-10 17:00:00,settings_click
E5359,U1054,2024-02-07 18:00:00,homepage_view
E5360,U1110,2024-02-05 12:00:00,login
E5361,U1151,2024-02-15 02:00:00,document_edit
E5362,U1149,2024-03-14 05:00:00,homepage_view
E5363,U1068,2024-03-05 22:00:00,login
E5364,U1055,2024-01-08 18:00:00,document_edit
E5365,U1032,2024-03-21 08:00:00,search
E5366,U1035,2024-01-06 10:00:00,document_edit
E5367,U1147,2024-03-29 06:00:00,document_edit
E5368,U1080,2024-02-29 00:00:00,homepage_view
E5369,U1189,2024-02-23 04:00:00,settings_click
E5370,U1108,2024-01-09 17:00:00,homepage_view
E5371,U1153,2024-02-25 20:00:00,file_upload
E5372,U1193,2024-01-02 10:00:00,homepage_view
E5373,U1072,2024-02-29 05:00:00,settings_click
E5374,U1039,2024-02-09 03:00:00,document_edit
E5375,U1016,2024-02-06 14:00:00,file_upload
E5376,U1128,2024-01-18 01:00:00,homepage_view
E5377,U1060,2024-03-03 21:00:00,login
E5378,U1170,2024-01-11 12:00:00,document_edit
E5379,U1103,2024-01-04 21:00:00,login
E5380,U1041,2024-01-07 10:00:00,homepage_view
E5381,U1024,2024-02-23 23:00:00,logout
E5382,U1038,2024-03-08 14:00:00,search
E5383,U1034,2024-01-01 22:00:00,homepage_view
E5384,U1130,2024-01-03 13:00:00,file_upload
E5385,U1107,2024-02-07 17:00:00,login
E5386,U1171,2024-01-01 05:00:00,document_edit
E5387,U1178,2024-02-07 20:00:00,signup
E5388,U1101,2024-01-29 04:00:00,login
E5389,U1097,2024-03-14 20:00:00,document_edit
E5390,U1011,2024-03-11 02:00:00,login
E5391,U1018,2024-02-16 19:00:00,document_edit
E5392,U1100,2024-03-23 02:00:00,file_upload
E5393,U1043,2024-03-08 04:00:00,document_edit
E5394,U1186,2024-01-01 03:00:00,homepage_view
E5395,U1048,2024-01-12 23:00:00,search
E5396,U1188,2024-01-23 20:00:00,login
E5397,U1016,2024-03-01 19:00:00,homepage_view
E5398,U1073,2024-03-28 12:00:00,homepage_view
E5399,U1056,2024-02-24 13:00:00,login
E5400,U1054,2024-02-01 22:00:00,search
E5401,U1046,2024-01-05 03:00:00,signup
E5402,U1011,2024-02-18 09:00:00,document_edit
E5403,U1061,2024-02-27 06:00:00,homepage_view
E5404,U1079,2024-03-20 00:00:00,login
E5405,U1082,2024-03-25 08:00:00,logout
E5406,U1007,2024-01-06 18:00:00,file_upload
E5407,U1148,2024-02-04 06:00:00,homepage_view
E5408,U1080,2024-01-22 08:00:00,login
E5409,U1117,2024-01-05 09:00:00,homepage_view
E5410,U1197,2024-03-27 16:00:00,login
E5411,U1199,2024-03-16 22:00:00,file_upload
E5412,U1024,2024-03-20 02:00:00,file_upload
E5413,U1088,2024-01-30 21:00:00,homepage_view
E5414,U1011,2024-03-13 14:00:00,settings_click
E5415,U1142,2024-02-06 22:00:00,login
E5416,U1058,2024-01-13 13:00:00,signup
E5417,U1153,2024-01-23 12:00:00,login
E5418,U1108,2024-01-17 22:00:00,document_edit
E5419,U1025,2024-03-25 01:00:00,login
E5420,U1046,2024-01-06 11:00:00,login
E5421,U1031,2024-01-18 21:00:00,login
E5422,U1009,2024-02-02 16:00:00,homepage_view
E5423,U1015,2024-02-01 09:00:00,file_upload
E5424,U1198,2024-03-18 09:00:00,login
E5425,U1144,2024-02-05 01:00:00,homepage_view
E5426,U1150,2024-03-13 09:00:00,file_upload
E5427,U1025,2024-01-28 10:00:00,settings_click
E5428,U1085,2024-03-18 06:00:00,settings_click
E5429,U1134,2024-02-16 21:00:00,signup
E5430,U1013,2024-01-19 21:00:00,homepage_view
E5431,U1078,2024-01-15 23:00:00,login
E5432,U1116,2024-03-12 10:00:00,homepage_view
E5433,U1006,2024-01-09 14:00:00,settings_click
E5434,U1136,2024-02-02 00:00:00,homepage_view
E5435,U1114,2024-01-19 02:00:00,homepage_view
E5436,U1175,2024-03-14 07:00:00,login
E5437,U1071,2024-02-16 09:00:00,signup
E5438,U1058,2024-03-05 17:00:00,file_upload
E5439,U1081,2024-01-13 21:00:00,login
E5440,U1115,2024-01-01 01:00:00,homepage_view
E5441,U1166,2024-02-17 14:00:00,homepage_view
E5442,U1145,2024-03-17 15:00:00,login
E5443,U1186,2024-02-18 20:00:00,homepage_view
E5444,U1102,2024-03-04 06:00:00,document_edit
E5445,U1016,2024-03-28 16:00:00,login
E5446,U1013,2024-03-11 12:00:00,document_edit
E5447,U1158,2024-03-09 16:00:00,settings_click
E5448,U1151,2024-03-07 06:00:00,settings_click
E5449,U1107,2024-02-27 16:00:00,settings_click
E5450,U1187,2024-02-22 00:00:00,homepage_view
E5451,U1044,2024-03-02 16:00:00,homepage_view
E5452,U1097,2024-02-12 02:00:00,signup
E5453,U1130,2024-03-19 20:00:00,search
E5454,U1036,2024-02-01 15:00:00,login
E5455,U1170,2024-01-25 21:00:00,search
E5456,U1167,2024-01-28 08:00:00,homepage_view
E5457,U1182,2024-02-25 00:00:00,settings_click
E5458,U1107,2024-03-26 15:00:00,login
E5459,U1038,2024-02-10 18:00:00,homepage_view
E5460,U1014,2024-02-20 21:00:00,login
E5461,U1119,2024-03-11 13:00:00,document_edit
E5462,U1003,2024-01-29 18:00:00,login
E5463,U1092,2024-01-19 01:00:00,signup
E5464,U1152,2024-02-10 12:00:00,login
E5465,U1140,2024-01-15 02:00:00,document_edit
E5466,U1160,2024-01-11 20:00:00,search
E5467,U1015,2024-02-15 07:00:00,document_edit
E5468,U1169,2024-01-18 18:00:00,login
E5469,U1107,2024-02-17 01:00:00,file_upload
E5470,U1125,2024-01-08 21:00:00,settings_click
E5471,U1193,2024-01-06 11:00:00,homepage_view
E5472,U1054,2024-02-26 07:00:00,login
E5473,U1169,2024-02-05 14:00:00,homepage_view
E5474,U1033,2024-02-26 16:00:00,homepage_view
E5475,U1157,2024-02-14 17:00:00,document_edit
E5476,U1012,2024-03-06 12:00:00,settings_click
E5477,U1140,2024-02-14 21:00:00,homepage_view
E5478,U1017,2024-03-19 19:00:00,file_upload
E5479,U1159,2024-03-04 09:00:00,search
E5480,U1095,2024-03-07 18:00:00,settings_click
E5481,U1122,2024-01-03 21:00:00,homepage_view
E5482,U1038,2024-03-18 07:00:00,settings_click
E5483,U1045,2024-02-28 22:00:00,signup
E5484,U1028,2024-03-02 03:00:00,login
E5485,U1189,2024-02-29 19:00:00,homepage_view
E5486,U1061,2024-03-15 10:00:00,homepage_view
E5487,U1184,2024-01-30 10:00:00,document_edit
E5488,U1015,2024-01-02 16:00:00,login
E5489,U1183,2024-01-09 01:00:00,homepage_view
E5490,U1120,2024-03-01 23:00:00,homepage_view
E5491,U1009,2024-03-19 15:00:00,document_edit
E5492,U1157,2024-01-25 03:00:00,homepage_view
E5493,U1152,2024-01-08 08:00:00,file_upload
E5494,U1102,2024-02-27 04:00:00,homepage_view
E5495,U1083,2024-02-14 06:00:00,homepage_view
E5496,U1132,2024-02-27 19:00:00,signup
E5497,U1064,2024-03-21 02:00:00,login
E5498,U1176,2024-03-23 11:00:00,signup
E5499,U1002,2024-01-29 06:00:00,signup
E5500,U1172,2024-01-09 05:00:00,logout
E5501,U1141,2024-01-29 16:00:00,document_edit
E5502,U1119,2024-01-16 22:00:00,document_edit
E5503,U1157,2024-01-03 20:00:00,login
E5504,U1067,2024-03-04 03:00:00,search
E5505,U1145,2024-03-26 09:00:00,signup
E5506,U1189,2024-03-16 09:00:00,homepage_view
E5507,U1036,2024-03-01 12:00:00,login
E5508,U1152,2024-01-11 21:00:00,document_edit
E5509,U1175,2024-01-16 07:00:00,login
E5510,U1192,2024-02-28 07:00:00,homepage_view
E5511,U1180,2024-02-28 01:00:00,homepage_view
E5512,U1072,2024-03-16 09:00:00,document_edit
E5513,U1142,2024-02-13 10:00:00,homepage_view
E5514,U1048,2024-03-19 15:00:00,login
E5515,U1120,2024-03-21 01:00:00,login
E5516,U1087,2024-02-19 11:00:00,homepage_view
E5517,U1195,2024-03-30 22:00:00,settings_click
E5518,U1139,2024-01-18 16:00:00,file_upload
E5519,U1186,2024-03-02 05:00:00,document_edit
E5520,U1036,2024-03-07 05:00:00,homepage_view
E5521,U1060,2024-03-07 00:00:00,homepage_view
E5522,U1170,2024-02-14 20:00:00,login
E5523,U1123,2024-01-13 03:00:00,homepage_view
E5524,U1197,2024-01-07 21:00:00,logout
E5525,U1038,2024-03-14 06:00:00,homepage_view
E5526,U1183,2024-02-22 14:00:00,login
E5527,U1062,2024-03-19 03:00:00,signup
E5528,U1045,2024-01-23 22:00:00,document_edit
E5529,U1087,2024-03-10 23:00:00,homepage_view
E5530,U1010,2024-03-24 04:00:00,login
E5531,U1061,2024-03-24 11:00:00,homepage_view
E5532,U1076,2024-02-02 07:00:00,search
E5533,U1152,2024-01-01 04:00:00,homepage_view
E5534,U1198,2024-03-03 21:00:00,settings_click
E5535,U1051,2024-03-10 20:00:00,file_upload
E5536,U1003,2024-02-04 14:00:00,homepage_view
E5537,U1058,2024-01-05 23:00:00,file_upload
E5538,U1071,2024-02-15 17:00:00,homepage_view
E5539,U1147,2024-02-17 05:00:00,logout
E5540,U1092,2024-03-29 23:00:00,login
E5541,U1062,2024-02-28 23:00:00,signup
E5542,U1053,2024-01-29 06:00:00,signup
E5543,U1116,2024-03-17 05:00:00,homepage_view
E5544,U1109,2024-01-18 01:00:00,logout
E5545,U1073,2024-01-08 10:00:00,homepage_view
E5546,U1106,2024-02-23 05:00:00,search
E5547,U1056,2024-02-17 19:00:00,login
E5548,U1168,2024-01-12 10:00:00,settings_click
E5549,U1002,2024-03-01 09:00:00,homepage_view
E5550,U1119,2024-03-07 12:00:00,search
E5551,U1005,2024-02-04 14:00:00,login
